Product,Unit_Price,Quantity,Total_Amount,Date
افوفا شفرات حريمي (كيس اخضر) 4 + 1,60,1,60,20250919
ليب بالم تاناكو كوري,25,1,25,20250919
كونسيلر لاست لوك 2019,65,1,65,20250919
روج جلوس شفايف لاست لوك 2005,45,1,45,20250918
بلاشر ستيك كيس بيوتي 51050,70,1,70,20250918
فلامنجو شفرات,30,1,30,20250918
مناديل جيب مبللة,10,1,10,20250918
بوبانا صابون مغربي 500 جرام,75,1,75,20250918
بوبانا سكراب 300 جرام,70,1,70,20250918
كولاجرا صابون تفتيح 100 جرام,65,1,65,20250918
كوكو سويت كرتون,30,1,30,20250918
جود كير بكر تواليت 2 قطعة,15,1,15,20250918
طوق بسنون اسود بلولي,25,1,25,20250918
استيك عمود (علبة),35,1,35,20250918
ميدالية كريز كبيرة,65,1,65,20250918
منقار فيونكة 2 على كارت,25,1,25,20250918
همس بدي سبلاش,50,1,50,20250918
غويشة ذهبي فصوص,130,1,130,20250918
استيك مجموعات كبير اسود 6 ق,10,1,10,20250918
حلق 3 * 1 استانليس على كارت,45,1,45,20250918
شيجلام قلم كحل ووتر بروف,65,1,65,20250918
بونيتا فرشاة شعر كيرلي,25,1,25,20250918
مايت سينما مسكرة ووتر بروف,85,1,85,20250918
مروحة يد,35,1,35,20250918
روز بيري ايلاينر لون اسود,100,1,100,20250918
دوش شاور جل 1 لتر,75,1,75,20250918
جل دكتور راشيل 24k,190,1,190,20250918
دكتور راشيل سيرم برايمر 100 مل,230,1,230,20250918
كلبس فيونكة تل ابيض 2 على كارت,30,1,30,20250917
استك  فيونكة ابيض 2 على كارت,20,1,20,20250917
كولاجرا رول اون رجالي 60 مل,110,1,110,20250917
اليس فرشاة بيبي هير,75,1,75,20250916
شيجلام ملمع شفايف 8861,45,2,90,20250916
استك 10 على كارت,30,1,30,20250916
نتائج الطبيعة بديل زيت 35 جرام,15,1,15,20250916
جيرلز استك فيونكة 4*1,15,1,15,20250916
استك لولي 3*1,15,1,15,20250916
ليه كاريتييه حمام كريم كيس 35 مل,15,1,15,20250916
كلبس فيونكة تل ابيض 2 على كارت,30,1,30,20250916
استك ابيض كيس,25,1,25,20250916
ميدالية مفتاح لابوبو,25,2,50,20250916
ام ان قلم حواجب  مشط,20,1,20,20250916
فرشاة ماسك,20,1,20,20250916
قفاش وردة تريندي صغير,10,2,20,20250916
ملقاط تويزرز,25,1,25,20250916
همس بدي سبلاش,50,1,50,20250916
فيبكس كريم مزيل عرق,45,1,45,20250916
تريو مزيل عرق رول اون,45,1,45,20250916
تريو مزيل عرق رول اون,45,1,45,20250915
همس بدي سبلاش,50,1,50,20250915
بونيه ستان,55,1,55,20250915
استك ستان الوان سادة,20,1,20,20250915
اماندا مرطب شفاه,30,2,60,20250915
سجدة توكة ستان,25,1,25,20250915
نودي بيوتي سكراب شفايف + تنت,25,1,25,20250915
دبوس حجاب 4 على كارت,25,1,25,20250915
قطعة اليس شفرات بينك 12 قطعة,15,1,15,20250915
استك 10 على كارت,30,1,30,20250915
ملمع سندرا 550,50,1,50,20250915
روج سندرا سايل 549,45,1,45,20250915
روج جلوس شفايف لاست لوك 2005,45,1,45,20250915
شيجلام ليب جلوس انبوبة,40,1,40,20250915
فلامنجو شفرات,30,2,60,20250915
ايفا ريسبي شامبو  350 مل,120,1,120,20250915
بدي ليشيوس رول اون,60,1,60,20250915
مناديل جيب مبللة,10,2,20,20250915
وايت مناديل سحب,25,1,25,20250915
وايت مناديل سحب,25,1,25,20250915
فازلين بيور 30 مل,15,1,15,20250915
كحول ايثيلي 70% 100 مل,15,2,30,20250915
خاتم اطفال,10,1,10,20250915
الوفيرا جل صبار 250 مل,25,1,25,20250915
ايفا بدي سبلاش 240 مل,190,1,190,20250915
جلوري حنة أكياس,40,1,40,20250915
فريدا شاور جل 1200 مل,135,1,135,20250914
فاتيكا كريم شعر 125 مل,55,1,55,20250914
صابونة لبان دكر,30,1,30,20250914
بانثينول كريم مرطب و ملطف للجلد 30 جرام,45,1,45,20250914
فازلين بيور 110 مل,35,1,35,20250914
المسواك معجون اسنان 120+ 20 جم,45,1,45,20250914
صانسيلك شامبو 350 مل,100,1,100,20250914
بوبانا ملح حليب كيس,45,1,45,20250914
تمارا كريم شعر 170 مل,35,1,35,20250914
افوفا شفرات حريمي (كيس اخضر) 4 + 1,60,1,60,20250914
افوفا شفرات حريمي (كيس اخضر) 4 + 1,60,1,60,20250914
اليس شفرات وجه 3 ق علبة موف,50,1,50,20250914
استك 10 على كارت,30,1,30,20250914
كلبس ابيض 2 على كارت,20,1,20,20250914
استك  فيونكة ابيض 2 على كارت,20,1,20,20250914
استك  فيونكة ابيض 2 على كارت,20,1,20,20250914
كلبس تيكتاك ابيض سادة 4 على كارت,15,1,15,20250914
استك لولي 3*1,15,1,15,20250914
كلبس فيونكة تل ابيض 2 على كارت,30,1,30,20250914
كلبس فيونكة جبير بيضاء,25,1,25,20250914
استك ابيض ليكرا كبير,15,1,15,20250914
قفاش مستطيل الوان كبير,30,1,30,20250914
جل صبار بخاخ 300 مل,30,1,30,20250914
استك ستان ابيض سادة,15,1,15,20250914
ايمامي زيت شعر 7 اويلز 19 مل,25,1,25,20250914
اظافر يد,45,1,45,20250913
خاتم عقلة,20,1,20,20250913
استك مجموعات صغير 24 قطعة,15,1,15,20250913
دبوس حجاب سيراميك 3 على كارت,10,1,10,20250913
مايت سينما روج,45,1,45,20250913
شيجلام مسكرة شفافة,55,1,55,20250913
مايت سينما هايلايتر 4 لون,110,1,110,20250913
قفاش مستطيل شفاف الوان,25,1,25,20250913
طوق اسود ساده,15,1,15,20250913
كلبس فيونكة لولي,25,1,25,20250913
ميدالية مفتاح شخصيات كرتونية,25,1,25,20250913
ميدالية مفتاح ستيتش,25,1,25,20250913
ميدالية كريز كبيرة,65,1,65,20250913
تاتو الوان,25,1,25,20250913
ميدالية نجمة البحر,60,1,60,20250913
خاتم (حرف صغير + اشكال) استانليس,60,1,60,20250913
استك  فيونكة ابيض 2 على كارت,20,1,20,20250913
اليس شفرات وجه 3 ق علبة موف,50,1,50,20250913
كريم اساس روز جولد 317,150,1,150,20250913
ملمع سندرا 550,50,1,50,20250913
فلومار اكلادور 16 مل,20,1,20,20250913
فلومار اكلادور 16 مل,20,1,20,20250913
فلومار اكلادور 16 مل,20,1,20,20250913
كير اند مور كريم مرطب  75 مل,35,1,35,20250913
فوج اسبراي 120 مل,110,1,110,20250913
مخمرية ايميليا سيرم,140,1,140,20250913
بايجن صبغة حواجب,85,1,85,20250913
صابونة لبان دكر,30,1,30,20250913
الو ايفا بلسم ارجان 230 مل,75,1,75,20250913
كلبس  TK,25,1,25,20250913
اليس جلافز,55,1,55,20250912
كليويل محلول عدسات كوري 150 مل + حافظة عدسات,45,1,45,20250912
كولاجرا رول اون كوتون كاندي,120,1,120,20250912
الصاروخ لاصق اظافر,10,1,10,20250912
خاتم (حرف صغير + اشكال) استانليس,60,2,120,20250912
اماندا مرطب شفاه,30,1,30,20250912
انيزيو غسول جل للوجه 200 مل,187.5,2,375,20250912
انيزيو لوشن لتساقط الشعر 150 مل,258.75,1,258.75,20250912
انيزيو صن سكرين كريم جل 50 جرام,168.75,2,337.5,20250912
انيزيو كريم تفتيح للبشرة 50 جرام,129.5,2,259,20250912
افوفا شفرات للبشرة الحساسة (كيس بينك) 5*1,40,1,40,20250912
اظافر يد,45,1,45,20250912
ايمامي زيت شعر 7 اويلز 19 مل,25,1,25,20250911
دبلة حريمي استانليس,70,1,70,20250911
فريش مناديل مبللة 120 منديل,40,1,40,20250911
مروحة يد,35,1,35,20250911
تاتو الوان,15,12,180,20250911
ميدالية نجمة البحر,40,12,480,20250911
ميدالية كريز كبيرة,40,12,480,20250911
ميدالية رجالي ذهبية,20,12,240,20250911
ميداليه رجالي نحاسية,20,12,240,20250911
ميدالية مفتاح ستيتش,15,12,180,20250911
ميدالية مفتاح لابوبو,15,12,180,20250911
استيك عمود (علبة),20,12,240,20250911
ميدالية مفتاح شخصيات كرتونية,15,12,180,20250911
ميدالية مفتاح مضيئة,30,12,360,20250911
استك العاب  + كلبس 8 على كارت,25,1,25,20250911
بدي ليشيوس رول اون,60,1,60,20250911
واتسونز سبلاش 250 مل,75,1,75,20250911
ربيع الحرمين مكعبات مسك,10,1,10,20250911
ربيع الحرمين مكعبات مسك,10,2,20,20250911
خاتم ستانلس,65,1,65,20250911
واتسونز سو سيكسي سبراي ديودرانت 150  مل,310,1,310,20250910
تريشوب شامبو 400 مل,110,1,110,20250910
Rouge 540 برفان,40,1,40,20250910
سيبال هوت لاش مسكرة اوريجنال,275,1,275,20250910
لطافة برفان,40,1,40,20250910
توكة وردة تريندي,25,1,25,20250910
ايفا بدي سبلاش 240 مل,190,1,190,20250910
هيمالايا كريم شعر 140 مل,60,1,60,20250910
طقم فوارغ 5*1,55,1,55,20250910
فلومار اكلادور 16 مل,20,2,40,20250910
ملمع سندرا 410,45,1,45,20250910
خاتم (حرف صغير + اشكال) استانليس,17,99,1683,20250910
خاتم (حرف صغير + اشكال) استانليس,60,1,60,20250910
ميدالية لابوبو,40,12,480,20250910
خاتم فضي اشكال استانليس,17,50,850,20250910
استيك مجموعات كبير اسود 15 ق,15,12,180,20250910
خاتم حرف كبير استانليس,65,1,65,20250910
ليه كاريتييه حمام كريم كيس 35 مل,15,1,15,20250910
ماي واي فلورو فحم معجون,55,1,55,20250910
مبرد أظافر,10,1,10,20250910
ستاركي كريم مرطب 150 مل,35,1,35,20250910
ميني بيوتي بلندر 4 قطع,25,1,25,20250910
دبوس حجاب سيراميك 3 على كارت,10,1,10,20250910
سورتيت عريض منقوش,35,1,35,20250910
محفظة حريمي كبسولة,135,1,135,20250910
سلسلة كريز ظهر حية استانليس,125,1,125,20250910
مبرد قدم 4 * 1,40,1,40,20250909
اسبلاش سيليكتف,180,1,180,20250909
اسبلاش سيليكتف,180,1,180,20250909
سورتيت alo فيونكة,40,1,40,20250909
دبوس حجاب سيراميك 3 على كارت,10,1,10,20250909
بونيه ستان,55,1,55,20250909
صن سويت,20,1,20,20250909
بدي ليشيوس بدي اسبلاش 100 مل,125,1,125,20250909
العود الملكي مخمرية 40 جرام,35,1,35,20250909
مروحة يد,35,2,70,20250909
سجدة توكة ستان,25,1,25,20250909
كلبس فيونكة بيضاء ستان طويلة,30,1,30,20250909
نونو زيت للجسم 100 مل,65,1,65,20250909
فلومار اكلادور 16 مل,20,2,40,20250909
فرشاة شعر تدليك سيلكون لوكس,40,1,40,20250909
شاور جل لوزان 2.25 لتر,75,1,75,20250909
بوبانا ملح حليب كيس,45,1,45,20250909
ملقاط إيطالي جراب جلد,65,1,65,20250909
بايو سوفت جل صبار 500 مل,70,1,70,20250909
ايفا بدي سبلاش 240 مل,190,1,190,20250909
فريدا شاور جل 1200 مل,135,1,135,20250909
كوكو واكس شيت,75,1,75,20250909
ابرة بثور,15,1,15,20250909
اليس فرشاة شعر خشب,135,1,135,20250909
شاور كاب علبة,20,1,20,20250909
لونا مرطب للبشرة 160 جرام,80,1,80,20250909
لاميس برفان امبريال حريمي 100 مل,400,1,400,20250908
ستارفيل مزيل مكياج 100 مل,75,1,75,20250908
شاور جل لوزان 2.25 لتر,75,1,75,20250908
كلبس + استك 10 على كارت,30,1,30,20250908
استك  فيونكة ابيض 2 على كارت,20,1,20,20250908
استك  فيونكة ابيض 2 على كارت,20,1,20,20250908
صانسيلك شامبو 1 لتر,220,1,220,20250908
عطور الشامي رول اون,45,1,45,20250908
علبة دبوس طرحة بيضاوية صغيرة,5,1,5,20250907
علبة دبوس طرحة مربعة صغيرة,5,2,10,20250907
مبرد قدم خشب,25,1,25,20250907
سورتيت alo عريض سادة,35,1,35,20250907
سمارت براش فرشاة فك تشابك,60,1,60,20250907
ايمامي زيت شعر 7 اويلز 19 مل,25,1,25,20250907
مبرد أظافر,10,2,20,20250907
برفان تشيز كيك 30 مل,100,1,100,20250907
قطعة دبوس حجاب,5,1,5,20250907
ارت فيكتوريا سكريت برفان 100 مل,250,1,250,20250907
شان سيكا كريم 60 جرام,200,1,200,20250907
انيزيو لوشن لتساقط الشعر 150 مل,345,1,345,20250907
كوكو واكس,55,1,55,20250907
دكتور راشيل غسول فوم فرشة 125 مل,230,1,230,20250907
قطعة اليس شفرات بينك 12 قطعة,15,1,15,20250907
روج سحري اخضر,20,1,20,20250907
اكلادور فيت مي,25,1,25,20250907
ستارفيل غسول جل 200 مل,125,1,125,20250907
روج سندرا سايل 549,45,1,45,20250907
بلاشر رومانتك برايت 6 لون 218,95,1,95,20250907
افوفا سويت عجينة,30,1,30,20250907
لونا صابون عرض 2*1 72 جرام,55,1,55,20250907
ديما مسك طهارة ابيض+رمان,45,1,45,20250907
اليس شفرات علبة بينك,180,1,180,20250907
سي برفان تستر سيم اوريجينال,280,1,280,20250907
اليس جلافز,55,1,55,20250907
خاتم فري سايز,70,1,70,20250907
خاتم وعد,25,1,25,20250906
دوركو شفرات 5 + 1,30,1,30,20250906
فوطة ميكرو فايبر,55,1,55,20250906
افوفا بدي سبلاش ميني,45,1,45,20250906
سي ليت رول اون  2*1 50 مل,180,1,180,20250906
كير اند مور بدي لوشن  150مل,75,1,75,20250906
ساندرا روج استيك 434,40,1,40,20250906
فلومار اكلادور 16 مل,20,1,20,20250906
كلبس تيكتاك اشكال ملون,10,3,30,20250906
ستاركي شيت ماسك,35,1,35,20250906
كحل جرس الماني,25,1,25,20250906
همس بدي سبلاش,50,1,50,20250906
فيبكس كريم مزيل عرق,45,1,45,20250906
كوين شفرات 5 قطع,30,1,30,20250906
بونيه ستان,55,1,55,20250906
عطور الشامي رول اون,45,1,45,20250906
خالص برفان اماراتي 100 مل,250,1,250,20250905
علبة دبوس طرحة بيضاوية صغيرة,5,1,5,20250905
كوكو كولد واكس,70,1,70,20250905
همس بدي سبلاش,50,1,50,20250905
AM اسبلاش 150 مل,85,1,85,20250905
حلق 3 * 1 استانليس على كارت,45,1,45,20250905
توكة شعر كريز,20,1,20,20250905
اليس فرشاة شعر كيرلي,175,1,175,20250905
بندولين كريم حماية منطقة الحفاض 75 مل,100,1,100,20250905
صفا كون حنة اظافر حمراء سعودية 6 جرام,50,1,50,20250905
نوت كومباكت باودر 3*1,180,1,180,20250905
